Pearson Correlation,ID OOD Alignment,Percentage OOD retained,Stem,Spatial Reduction,CNN vs ViT,Augmentations,Resolution,ID Class Count,OverParam. Level,Depth
0.97,0.405,91.74,8,1,Transformer,2,128,100,66.22516556,18
0.95,0.307,95.49,8,1,Transformer,2,128,100,66.22516556,18
0.99,0.350,98.29,8,1,Transformer,2,128,100,66.22516556,18
0.98,0.452,98.8,8,1,Transformer,2,128,100,66.22516556,18
0.91,0.154,62.96,7,0.25,CNN,0,64,100,88.56333225,18
0.86,0.039,46.52,7,0.25,CNN,0,64,100,88.56333225,18
0.81,0.038,31.31,7,0.25,CNN,0,64,100,88.56333225,18
0.82,0.040,36.24,7,0.25,CNN,0,64,100,88.56333225,18
0.78,0.067,31.21,7,0.25,CNN,0,64,100,88.56333225,18
0.84,0.110,53.09,7,0.25,CNN,0,64,100,88.56333225,18
0.93,0.107,66.89,7,0.25,CNN,0,64,100,88.56333225,18
0.97,0.226,83.79,7,0.25,CNN,0,64,100,88.56333225,18
0.97,0.391,90.82,7,0.25,CNN,2,64,100,88.56333225,18
0.96,0.127,74.75,7,0.25,CNN,2,64,100,88.56333225,18
0.95,0.166,67.98,7,0.25,CNN,2,64,100,88.56333225,18
0.92,0.104,61.95,7,0.25,CNN,2,64,100,88.56333225,18
0.95,0.302,71.47,7,0.25,CNN,2,64,100,88.56333225,18
0.94,0.294,78.81,7,0.25,CNN,2,64,100,88.56333225,18
0.98,0.345,96.22,7,0.25,CNN,2,64,100,88.56333225,18
0.98,0.448,96.28,7,0.25,CNN,2,64,100,88.56333225,18
0.97,0.287,81.97,7,0.25,CNN,0,128,100,88.56333225,18
0.96,0.099,71.91,7,0.25,CNN,0,128,100,88.56333225,18
0.94,0.112,64.89,7,0.25,CNN,0,128,100,88.56333225,18
0.91,0.099,61.24,7,0.25,CNN,0,128,100,88.56333225,18
0.94,0.203,63.72,7,0.25,CNN,0,128,100,88.56333225,18
0.96,0.213,76.75,7,0.25,CNN,0,128,100,88.56333225,18
0.97,0.254,88.17,7,0.25,CNN,0,128,100,88.56333225,18
0.99,0.364,93.97,7,0.25,CNN,0,128,100,88.56333225,18
0.98,0.516,94.19,7,0.25,CNN,2,128,100,88.56333225,18
0.98,0.193,84.35,7,0.25,CNN,2,128,100,88.56333225,18
0.97,0.249,79.83,7,0.25,CNN,2,128,100,88.56333225,18
0.95,0.157,71.72,7,0.25,CNN,2,128,100,88.56333225,18
0.98,0.450,87.11,7,0.25,CNN,2,128,100,88.56333225,18
0.98,0.416,91.77,7,0.25,CNN,2,128,100,88.56333225,18
0.98,0.486,95.5,7,0.25,CNN,2,128,100,88.56333225,18
0.99,0.566,97.75,7,0.25,CNN,2,128,100,88.56333225,18
0.95,0.090,83.18,3,0.5,CNN,0,32,100,946,11
0.85,0.020,69.84,3,0.5,CNN,0,32,100,946,11
0.91,0.030,65.46,3,0.5,CNN,0,32,100,946,11
0.89,0.030,57.02,3,0.5,CNN,0,32,100,946,11
0.87,0.070,65.4,3,0.5,CNN,0,32,100,946,11
0.90,0.070,72.96,3,0.5,CNN,0,32,100,946,11
0.99,0.050,86.66,3,0.5,CNN,0,32,100,946,11
0.97,0.110,91.57,3,0.5,CNN,0,32,100,946,11
0.94,0.150,92.57,3,0.5,CNN,2,32,100,946,11
0.79,0.030,72.92,3,0.5,CNN,2,32,100,946,11
0.95,0.070,86.51,3,0.5,CNN,2,32,100,946,11
0.73,0.030,63.55,3,0.5,CNN,2,32,100,946,11
0.94,0.140,89.72,3,0.5,CNN,2,32,100,946,11
0.88,0.120,83.52,3,0.5,CNN,2,32,100,946,11
0.98,0.100,95.89,3,0.5,CNN,2,32,100,946,11
0.96,0.180,96.41,3,0.5,CNN,2,32,100,946,11
0.91,0.110,78.49,3,0.5,CNN,0,32,100,473,11
0.88,0.030,68.33,3,0.5,CNN,0,32,100,473,11
0.79,0.030,51.04,3,0.5,CNN,0,32,100,473,11
0.86,0.030,53.75,3,0.5,CNN,0,32,100,473,11
0.83,0.090,64.5,3,0.5,CNN,0,32,100,473,11
0.89,0.100,72.42,3,0.5,CNN,0,32,100,473,11
0.95,0.070,78.87,3,0.5,CNN,0,32,100,473,11
0.96,0.160,90.36,3,0.5,CNN,0,32,100,473,11
0.95,0.210,87.77,3,0.5,CNN,2,32,100,473,11
0.86,0.050,70.16,3,0.5,CNN,2,32,100,473,11
0.91,0.080,70.95,3,0.5,CNN,2,32,100,473,11
0.67,0.040,52.89,3,0.5,CNN,2,32,100,473,11
0.86,0.180,77.01,3,0.5,CNN,2,32,100,473,11
0.90,0.180,81.27,3,0.5,CNN,2,32,100,473,11
0.98,0.150,95.22,3,0.5,CNN,2,32,100,473,11
0.95,0.250,95.43,3,0.5,CNN,2,32,100,473,11
0.92,0.180,80.92,3,0.5,CNN,0,32,100,189.2,11
0.90,0.050,72.72,3,0.5,CNN,0,32,100,189.2,11
0.82,0.060,55.44,3,0.5,CNN,0,32,100,189.2,11
0.80,0.050,48.76,3,0.5,CNN,0,32,100,189.2,11
0.84,0.140,62.03,3,0.5,CNN,0,32,100,189.2,11
0.92,0.170,81.49,3,0.5,CNN,0,32,100,189.2,11
0.97,0.130,86.78,3,0.5,CNN,0,32,100,189.2,11
0.96,0.240,93.44,3,0.5,CNN,0,32,100,189.2,11
0.95,0.310,91.34,3,0.5,CNN,2,32,100,189.2,11
0.93,0.090,81.01,3,0.5,CNN,2,32,100,189.2,11
0.93,0.130,76.67,3,0.5,CNN,2,32,100,189.2,11
0.72,0.070,53.26,3,0.5,CNN,2,32,100,189.2,11
0.92,0.300,84.58,3,0.5,CNN,2,32,100,189.2,11
0.92,0.270,87.31,3,0.5,CNN,2,32,100,189.2,11
0.99,0.260,96.5,3,0.5,CNN,2,32,100,189.2,11
0.95,0.350,96.32,3,0.5,CNN,2,32,100,189.2,11
0.94,0.200,82.39,3,0.5,CNN,0,32,100,135.14,11
0.92,0.060,69.73,3,0.5,CNN,0,32,100,135.14,11
0.79,0.060,50.13,3,0.5,CNN,0,32,100,135.14,11
0.80,0.050,45.63,3,0.5,CNN,0,32,100,135.14,11
0.81,0.140,57.39,3,0.5,CNN,0,32,100,135.14,11
0.93,0.180,81.28,3,0.5,CNN,0,32,100,135.14,11
0.97,0.150,86.64,3,0.5,CNN,0,32,100,135.14,11
0.96,0.260,91.99,3,0.5,CNN,0,32,100,135.14,11
0.97,0.350,92.18,3,0.5,CNN,2,32,100,135.14,11
0.95,0.100,83.35,3,0.5,CNN,2,32,100,135.14,11
0.93,0.150,77.34,3,0.5,CNN,2,32,100,135.14,11
0.74,0.080,53.1,3,0.5,CNN,2,32,100,135.14,11
0.93,0.320,81.31,3,0.5,CNN,2,32,100,135.14,11
0.93,0.300,87.75,3,0.5,CNN,2,32,100,135.14,11
0.98,0.280,97.11,3,0.5,CNN,2,32,100,135.14,11
0.96,0.390,97.73,3,0.5,CNN,2,32,100,135.14,11
0.34,0.060,26.78,3,0.5,CNN,0,32,10,946,11
0.29,0.010,23.9,3,0.5,CNN,0,32,10,946,11
0.40,0.020,16.99,3,0.5,CNN,0,32,10,946,11
0.42,0.010,12.87,3,0.5,CNN,0,32,10,946,11
0.34,0.050,19.29,3,0.5,CNN,0,32,10,946,11
0.41,0.060,27.13,3,0.5,CNN,0,32,10,946,11
0.39,0.020,26.32,3,0.5,CNN,0,32,10,946,11
0.27,0.080,39.25,3,0.5,CNN,0,32,10,946,11
0.62,0.140,45.56,3,0.5,CNN,2,32,10,946,11
0.37,0.020,28.19,3,0.5,CNN,2,32,10,946,11
0.54,0.040,27.97,3,0.5,CNN,2,32,10,946,11
0.43,0.020,19.74,3,0.5,CNN,2,32,10,946,11
0.47,0.110,35.52,3,0.5,CNN,2,32,10,946,11
0.47,0.090,32.38,3,0.5,CNN,2,32,10,946,11
0.57,0.060,41.24,3,0.5,CNN,2,32,10,946,11
0.45,0.150,50.63,3,0.5,CNN,2,32,10,946,11
0.77,0.100,68.92,3,0.5,CNN,0,32,50,946,11
0.80,0.030,68.83,3,0.5,CNN,0,32,50,946,11
0.73,0.030,48.51,3,0.5,CNN,0,32,50,946,11
0.80,0.030,43.51,3,0.5,CNN,0,32,50,946,11
0.77,0.080,57.98,3,0.5,CNN,0,32,50,946,11
0.82,0.100,68.87,3,0.5,CNN,0,32,50,946,11
0.94,0.060,76.05,3,0.5,CNN,0,32,50,946,11
0.90,0.150,85.15,3,0.5,CNN,0,32,50,946,11
0.91,0.210,79.69,3,0.5,CNN,2,32,50,946,11
0.81,0.040,62.79,3,0.5,CNN,2,32,50,946,11
0.90,0.090,64.94,3,0.5,CNN,2,32,50,946,11
0.70,0.040,49.85,3,0.5,CNN,2,32,50,946,11
0.84,0.180,73.52,3,0.5,CNN,2,32,50,946,11
0.83,0.170,71.83,3,0.5,CNN,2,32,50,946,11
0.99,0.170,90.08,3,0.5,CNN,2,32,50,946,11
0.92,0.250,89.07,3,0.5,CNN,2,32,50,946,11
